Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14
3338,716.0417,0.6330,0.8421,0.7455,0.6065,0.6469,-0.6074,0.9504,0.7637,0.7250,1.0393,0.9134,0.8319,0.9006
3339,716.2500,0.6330,0.9018,0.7455,0.6622,0.7055,-1.3795,1.0071,0.7637,0.7250,-0.9397,1.0266,0.8319,0.9006
3340,716.4583,0.8048,1.1404,0.9177,0.8848,0.8810,-1.4399,1.0637,0.8199,0.8399,-0.5566,1.1964,0.9430,1.0677
3341,716.6667,1.0911,1.2597,1.1472,1.1075,1.1151,0.2674,1.2904,1.1010,1.1272,2.1139,1.3662,1.0541,1.2904
3342,716.8750,1.3201,1.3790,1.3193,1.3858,1.2907,0.5483,1.4037,1.2696,1.2421,-1.5001,1.5359,1.2764,1.4017
3343,717.0833,1.4919,1.5580,1.3767,1.5528,1.4663,0.0261,1.5737,1.3821,1.4145,-0.6658,1.6491,1.3876,1.5131
3344,717.2917,1.6064,1.6177,1.4914,1.7198,1.5833,-0.2162,1.6870,1.4945,1.5868,-1.1821,1.7623,1.5543,1.7358
3345,717.5000,1.6636,1.7370,1.6636,1.7198,1.7004,-0.2990,1.8003,1.6632,1.7018,0.2955,1.8755,1.6098,1.7358
3346,717.7083,1.7209,1.8563,1.7209,1.8312,1.7004,1.0302,1.9136,1.7194,1.7592,0.8995,1.9887,1.7766,1.9029
3347,717.9167,1.6636,1.8563,1.7209,1.8868,1.7004,-1.3799,1.9703,1.7756,1.7592,1.5248,1.9887,1.8321,1.9029
3348,718.1250,1.7209,1.9159,1.7209,1.7755,1.7589,1.5582,1.9703,1.7756,1.8167,0.2358,1.9887,1.8321,1.9029
3349,718.3333,1.7209,1.9159,1.6636,1.8312,1.7589,1.1783,1.9703,1.7756,1.8167,-0.5349,1.9887,1.8321,1.9029
3350,718.5417,1.5491,1.8563,1.4341,1.8312,1.5248,-0.8879,1.9136,1.4945,1.7592,0.1680,1.8755,1.6654,1.5688
3351,718.7500,1.4346,1.7370,1.3193,1.6085,1.3492,0.2296,1.8003,1.4383,1.5868,-0.5259,1.7623,1.3876,1.4574
3352,718.9583,1.3201,1.4387,1.2619,1.5528,1.2322,1.1154,1.6870,1.3259,1.4145,-0.5601,1.5359,1.2764,1.4017
3353,719.1667,1.2056,1.2597,1.1472,1.3302,1.0566,-0.3860,1.5737,1.2696,1.1272,0.6988,1.3662,1.1653,1.2347
3354,719.3750,1.0338,1.0807,1.0324,1.2188,0.8810,0.0931,1.4037,1.1010,0.8974,-1.3452,1.3662,1.1097,1.2347
3355,719.5833,0.9766,1.0807,0.9177,1.0518,0.8225,1.0886,1.3470,0.9323,0.8399,1.8663,1.3096,1.0541,1.1233
3356,719.7917,0.9766,1.0211,0.8603,0.9962,0.8225,0.7846,1.2904,0.9323,0.8399,1.0084,1.2530,0.9986,1.0677
3357,720.0000,0.8620,0.9018,0.8029,0.9405,0.7640,0.2614,1.2904,0.8199,0.7825,1.7704,1.3096,0.9430,1.0677
3358,720.2083,0.9193,0.9018,0.8029,0.9962,0.7640,0.2199,1.2337,0.7637,0.7250,1.9260,1.2530,0.8319,0.9563
3359,720.4167,0.8048,0.7824,0.7455,0.9405,0.7055,1.5397,1.1771,0.6513,0.6675,-0.2958,1.1398,0.8319,0.9563
3360,720.6250,0.7475,0.7228,0.6882,0.8292,0.6469,0.3574,1.1204,0.6513,0.6675,0.0851,1.0266,0.8319,0.9006
3361,720.8333,0.8048,0.7824,0.6882,0.9962,0.5884,0.6941,0.9504,0.7075,0.6675,0.2972,0.9700,0.7763,0.8449
3362,721.0417,0.7475,0.7824,0.6308,0.8848,0.5884,-1.1425,1.0071,0.6513,0.6675,0.0958,0.9700,0.7763,0.7892
3363,721.2500,0.8048,0.7824,0.6308,0.9962,0.5884,0.2987,1.0071,0.6513,0.6675,0.7371,1.0266,0.7763,0.7892
3364,721.4583,0.9193,0.9018,0.7455,1.1075,0.7055,-0.8053,1.0637,0.8199,0.7825,-0.3172,1.1398,0.8874,0.9006
3365,721.6667,1.1483,1.1404,1.0324,1.1632,0.9981,-0.9227,1.2337,1.1010,1.0123,0.6905,1.3096,0.9986,1.1233
3366,721.8750,1.2628,1.2597,1.2045,1.3302,1.2322,-1.9492,1.3470,1.2134,1.1847,-0.5890,1.3662,1.3320,1.3461
3367,722.0833,1.3773,1.3790,1.3767,1.3858,1.4078,0.9382,1.5170,1.3821,1.2996,-0.2967,1.5359,1.4431,1.5131
3368,722.2917,1.4919,1.6177,1.4914,1.5528,1.5248,-1.0511,1.6870,1.4945,1.5294,0.0104,1.7057,1.5543,1.6245
3369,722.5000,1.6064,1.7370,1.6062,1.6085,1.6419,0.5324,1.8003,1.6069,1.6443,1.6658,1.8189,1.6654,1.6802
3370,722.7083,1.5491,1.7370,1.6636,1.6085,1.7004,0.3207,1.8570,1.7194,1.7018,-0.7374,1.8755,1.7766,1.7358
3371,722.9167,1.7209,1.7370,1.7209,1.7755,1.7589,-1.8496,1.8570,1.6632,1.7018,-0.2571,1.8755,1.7210,1.6802
3372,723.1250,1.7209,1.7966,1.6636,1.7755,1.7589,-0.6074,1.8570,1.7194,1.7592,0.5206,1.8755,1.7766,1.7915
3373,723.3333,1.6064,1.7966,1.6636,1.7198,1.7004,1.2496,1.9136,1.7194,1.7592,1.7078,1.8755,1.7766,1.7915
3374,723.5417,1.6636,1.7966,1.6636,1.7198,1.7004,-1.4556,1.9136,1.7194,1.7018,-0.9893,1.8189,1.6654,1.7358
3375,723.7500,1.6064,1.7370,1.4914,1.5528,1.5833,0.8006,1.8003,1.4945,1.5868,-0.4099,1.7623,1.5543,1.6245
3376,723.9583,1.4346,1.4387,1.3193,1.4415,1.3492,1.6617,1.6870,1.3259,1.4145,0.6612,1.5925,1.3320,1.4574
3377,724.1667,1.3201,1.2597,1.1472,1.2745,1.1737,-1.4404,1.5737,1.1572,1.2421,0.1463,1.4793,1.2764,1.4017
3378,724.3750,1.2628,1.1404,1.0898,1.2745,1.1737,-1.2648,1.4037,1.1010,1.1847,-0.3376,1.3662,1.2764,1.2904
3379,724.5833,1.1483,1.2000,1.0324,1.1632,0.9981,0.5208,1.2904,1.0448,1.1272,1.0327,1.3096,1.1653,1.2904
3380,724.7917,1.0338,1.2000,0.9177,1.1075,0.9396,-0.1019,1.3470,0.9323,1.0123,-0.5881,1.3096,1.1653,1.1233
3381,725.0000,0.9766,1.1404,0.9177,0.9962,0.9396,1.3582,1.2904,0.9323,1.0123,1.3627,1.3096,1.0541,1.0120
3382,725.2083,0.7475,1.0807,0.7455,0.9405,0.7640,-0.4269,1.1771,0.8761,0.8974,-0.2025,1.1964,0.9430,0.9563
3383,725.4167,0.7475,0.9614,0.7455,0.8848,0.7640,-0.6454,1.1771,0.8199,0.8974,0.9937,1.1398,0.8874,0.8449
3384,725.6250,0.8048,0.9614,0.8029,0.8848,0.8225,0.2394,1.1204,0.8199,0.8399,-0.8926,1.1398,0.8319,0.8449
3385,725.8333,0.7475,0.9614,0.7455,0.8292,0.7640,-0.4588,0.9504,0.7075,0.8399,-0.1257,0.9134,0.7763,0.9563
3386,726.0417,0.6330,0.9018,0.6882,0.8292,0.7055,-0.1238,0.7804,0.7075,0.7825,1.7126,0.9134,0.7763,1.0120
3387,726.2500,0.6330,0.9614,0.7455,0.8292,0.7055,-0.3333,0.7238,0.8199,0.8399,-0.2446,0.9700,0.7763,0.9563
3388,726.4583,0.8048,1.2597,0.8603,0.9405,0.8810,-0.2748,0.9504,0.9323,1.0697,0.1324,1.0832,0.9430,0.9563
3389,726.6667,1.0338,1.3194,1.0324,1.2188,1.1151,-1.6687,1.1771,0.8761,1.1847,0.0325,1.1398,1.0541,1.1790
3390,726.8750,1.2056,1.3194,1.2619,1.2188,1.2907,1.5200,1.1771,1.2696,1.2996,-1.1583,1.1964,1.3320,1.3461
3391,727.0833,1.3201,1.5580,1.4341,1.3858,1.4663,1.1569,1.2904,1.4945,1.5294,1.0565,1.3662,1.3876,1.5131
3392,727.2917,1.4919,1.8563,1.5488,1.4972,1.5833,-1.2144,1.4604,1.6069,1.6443,-0.1248,1.4793,1.6098,1.6245
3393,727.5000,1.5491,1.8563,1.6636,1.6085,1.7004,0.8778,1.5737,1.6069,1.7018,0.9650,1.5359,1.7210,1.6802
3394,727.7083,1.6064,1.7966,1.7209,1.6642,1.7589,2.7707,1.5737,1.7194,1.8167,-0.8152,1.5359,1.7766,1.7915
3395,727.9167,1.7209,1.7966,1.7209,1.7198,1.8174,0.8288,1.6303,1.7756,1.8167,0.5867,1.4793,1.7766,1.7915
3396,728.1250,1.7781,1.6177,1.7783,1.7755,1.8174,2.0779,1.5737,1.8318,1.8741,-1.1765,1.4793,1.7766,1.6802
3397,728.3333,1.7781,1.6177,1.7783,1.7755,1.8174,0.5737,1.5737,1.8318,1.8741,0.1540,1.4793,1.8321,1.7915
3398,728.5417,1.6636,1.4387,1.7783,1.5528,1.7589,0.4611,1.4604,1.7756,1.8167,-0.0956,1.4227,1.7210,1.7915
3399,728.7500,1.3201,1.3790,1.5488,0.9962,1.5833,0.8751,1.4037,1.6632,1.7592,-1.4174,1.3096,1.5543,1.4574
3400,728.9583,1.1483,1.0807,1.2619,0.9962,1.2907,-1.5631,1.2904,1.1572,1.3570,0.4535,1.1398,1.4431,1.1233
3401,729.1667,0.9766,0.9614,0.9177,0.9405,0.9981,-0.0057,1.1204,0.9323,1.0697,1.1178,1.0832,0.8319,0.7892
3402,729.3750,0.8620,0.9018,0.9177,0.9405,0.9396,-0.7335,0.8938,0.9323,0.8974,1.5184,0.9134,0.8874,0.7892
3403,729.5833,0.8620,0.9018,0.9177,0.8292,0.9396,0.2680,0.8938,0.8761,1.1847,-1.7408,0.6870,0.8874,0.7336
3404,729.7917,0.8048,0.9018,0.8029,0.8292,0.8810,1.9533,0.6671,0.7637,1.0697,0.4610,0.6304,0.7763,0.6222
3405,730.0000,0.8048,0.7824,0.7455,0.6622,0.8810,0.4610,0.6105,0.7637,1.0123,-0.6261,0.6304,0.6096,0.5665
3406,730.2083,0.8620,0.7824,0.8029,0.7735,0.8810,0.2403,0.5538,0.9886,0.9548,1.0635,0.6304,0.6651,0.5665
3407,730.4167,0.8620,0.6035,0.8603,0.8848,0.9396,-1.3465,0.5538,0.8761,0.9548,0.2237,0.5738,0.6096,0.6222
3408,730.6250,0.8620,0.6631,0.7455,0.7735,0.8810,-0.0237,0.5538,0.7075,0.8399,0.9612,0.5738,0.5540,0.6222
3409,730.8333,0.8620,0.6035,0.7455,0.8292,0.8225,1.2402,0.5538,0.5950,0.7825,2.3052,0.5738,0.6096,0.6779
3410,731.0417,0.8048,0.6631,0.7455,0.7735,0.8225,-0.6011,0.5538,0.6513,0.7250,-0.4900,0.5172,0.6651,0.6779
3411,731.2500,0.8620,0.7824,0.8603,0.7735,0.9396,-0.0188,0.6105,0.7637,0.8399,-1.2813,0.6304,0.6651,0.7336
3412,731.4583,0.8620,0.9018,0.9177,0.7735,0.9981,0.4961,0.6671,0.8199,1.0123,1.0373,0.6870,0.7207,0.7336
3413,731.6667,0.9766,0.9018,0.9177,0.9962,0.9981,-0.5952,0.7804,0.9886,1.1847,1.2659,0.7436,0.9430,0.9563
3414,731.8750,1.2056,1.1404,1.2619,1.1632,1.2907,-0.0573,0.8938,1.1572,1.2996,1.1374,0.8002,1.2208,1.2904
3415,732.0833,1.2056,1.2597,1.3193,1.2745,1.3492,-1.5071,1.0071,1.3259,1.5294,1.2727,0.9700,1.3876,1.4017
3416,732.2917,1.2628,1.3790,1.4914,1.2745,1.4663,-0.6889,1.1204,1.6069,1.7018,-0.6902,1.1964,1.4431,1.4574
3417,732.5000,1.4346,1.5580,1.6062,1.2745,1.7004,-1.5883,1.3470,1.6632,1.7592,0.7934,1.1964,1.4431,1.4017
3418,732.7083,1.4346,1.6773,1.6062,1.3302,1.6419,1.1542,1.2904,1.6632,1.8167,-0.1150,1.1964,1.6098,1.4574
3419,732.9167,1.4346,1.6773,1.6062,1.2745,1.7004,0.0349,1.3470,1.7756,1.8167,0.7250,1.3096,1.4987,1.4574
3420,733.1250,1.3773,1.6773,1.5488,1.3302,1.5833,0.4308,1.3470,1.6632,1.8167,1.5133,1.2530,1.5543,1.4574
3421,733.3333,1.3773,1.6773,1.5488,1.2745,1.5833,-0.2738,1.1771,1.6632,1.8167,0.2753,1.1964,1.4431,1.3461
3422,733.5417,1.2056,1.4387,1.4341,1.0518,1.4663,1.6116,1.1771,1.4945,1.7018,1.8109,1.0266,1.3320,1.2347
3423,733.7500,0.9766,1.2000,1.2619,0.8292,1.3492,0.3755,0.9504,1.3821,1.5868,0.3672,0.7436,1.2208,1.0120
3424,733.9583,0.7475,0.9018,0.9177,0.6622,1.0566,0.0626,0.8371,1.1572,1.2421,0.2086,0.6304,1.0541,0.8449
3425,734.1667,0.6330,0.8421,0.6882,0.6065,0.9396,0.5261,0.7238,0.5950,1.1272,-0.1379,0.6304,0.6651,0.7336
3426,734.3750,0.5758,0.9018,0.5734,0.5508,0.5884,-0.7808,0.6671,0.5388,0.5526,-0.7316,0.6304,0.5540,0.6779
3427,734.5833,0.5758,0.7824,0.5160,0.5508,0.5884,0.8946,0.6671,0.5388,0.5526,-0.8421,0.5738,0.4984,0.5665
3428,734.7917,0.5758,0.7824,0.5160,0.5508,0.5299,1.7500,0.6671,0.4264,0.5526,-1.9498,0.5738,0.4984,0.5665
3429,735.0000,0.5758,0.6631,0.5160,0.4952,0.5299,-1.2140,0.6671,0.4264,0.4952,-0.5986,0.6304,0.3873,0.6222
3430,735.2083,0.5185,0.6631,0.5160,0.4952,0.5299,-1.0622,0.6671,0.4264,0.4952,-0.0454,0.6304,0.3873,0.5665
3431,735.4167,0.5758,0.6631,0.5160,0.4952,0.5299,-0.4703,0.6671,0.4264,0.4952,-0.6275,0.6870,0.3317,0.4552
3432,735.6250,0.6330,0.6035,0.5160,0.5508,0.5299,-2.0776,0.6671,0.4264,0.4952,-0.0895,0.6870,0.3873,0.4552
3433,735.8333,0.6330,0.6035,0.5160,0.5508,0.5299,-0.6132,0.5538,0.3702,0.4952,0.4172,0.6870,0.3873,0.5108
3434,736.0417,0.6330,0.6035,0.5160,0.6065,0.5299,0.0974,0.6671,0.4264,0.5526,-1.9447,0.7436,0.4429,0.5108
3435,736.2500,0.5758,0.6631,0.5160,0.6065,0.5299,-1.7449,0.6671,0.4264,0.5526,1.8434,0.6870,0.4429,0.5108
3436,736.4583,0.6330,0.7228,0.5734,0.6065,0.5884,0.0972,0.7238,0.6513,0.6675,-0.2037,0.7436,0.4984,0.5665
3437,736.6667,0.7475,0.7824,0.6882,0.7735,0.6469,-1.0750,0.7238,0.7075,0.7250,1.3294,0.7436,0.6651,0.6779
3438,736.8750,0.8048,0.9018,0.8029,0.8848,0.7640,-0.7410,0.8371,0.9323,0.9548,1.0061,0.8002,0.9430,0.9006
3439,737.0833,0.9766,1.0807,0.9750,0.9405,0.9981,1.0762,0.8371,1.1010,1.1272,0.8098,0.7436,1.1097,1.1233
3440,737.2917,1.0338,1.2597,1.0898,1.1632,1.1151,-1.2436,0.8371,1.1572,1.2421,-0.4055,0.8568,1.2208,1.2347
3441,737.5000,1.2056,1.2000,1.2045,1.2745,1.2322,0.1276,1.0071,1.2696,1.3570,0.3071,0.9700,1.2764,1.2904
3442,737.7083,1.2056,1.2000,1.2619,1.2745,1.2907,0.3632,1.0071,1.3259,1.4145,-1.1808,1.0266,1.3320,1.4017
3443,737.9167,1.3773,1.3194,1.3193,1.4415,1.3492,-0.0543,1.1204,1.2696,1.4719,-0.0704,1.1964,1.3320,1.4017
3444,738.1250,1.4346,1.4387,1.3767,1.4415,1.4078,-0.0241,1.2337,1.4383,1.5294,0.0947,1.1964,1.4431,1.4574
3445,738.3333,1.4919,1.4387,1.4341,1.4415,1.4663,0.6043,1.1771,1.4383,1.4719,-0.5575,1.0832,1.4431,1.4574
3446,738.5417,1.4346,1.3790,1.4341,1.4415,1.4663,1.9485,1.0637,1.4383,1.4145,-1.0478,0.8568,1.4431,1.4574
3447,738.7500,1.4346,1.3194,1.3767,1.3858,1.4078,0.8056,1.0637,1.3259,1.3570,-2.7412,0.8002,1.3320,1.4017
3448,738.9583,1.2628,1.0211,1.2045,1.3302,1.1737,-0.3076,0.9504,1.1572,1.2421,0.8684,0.6870,1.1653,1.2904
3449,739.1667,1.0338,0.8421,0.9177,0.8848,0.8810,0.0695,0.7804,0.8761,0.8974,-1.1938,0.6304,0.9430,1.0677
3450,739.3750,0.9193,0.7228,0.8603,0.7178,0.8225,-0.3213,0.6671,0.7075,0.6675,-0.9617,0.6304,0.8319,0.9563
3451,739.5833,0.7475,0.7824,0.7455,0.7178,0.7640,0.9819,0.6671,0.7637,0.7250,-0.8893,0.6304,0.8874,0.9006
3452,739.7917,0.7475,0.7824,0.7455,0.7735,0.8225,1.1575,0.6671,0.6513,0.7250,-0.0724,0.6304,0.8319,0.8449
3453,740.0000,0.8048,0.7228,0.8029,0.6065,0.8810,-1.7689,0.7238,0.7637,0.7250,-0.0492,0.6870,0.8319,0.7336
3454,740.2083,0.6903,0.7228,0.8029,0.4952,0.8225,1.3934,0.7238,0.7637,0.7825,0.1680,0.7436,0.7763,0.7892
3455,740.4167,0.6330,0.7228,0.7455,0.4952,0.7640,-1.2297,0.7804,0.7637,0.8399,-0.1267,0.7436,0.7207,0.7336
3456,740.6250,0.6330,0.8421,0.7455,0.4395,0.8225,-1.1275,0.7238,0.7637,0.8399,-0.3376,0.7436,0.6651,0.6779
3457,740.8333,0.6903,0.9018,0.8029,0.4395,0.8810,-1.1446,0.7238,0.8199,0.8974,0.9447,0.7436,0.5540,0.5665
3458,741.0417,0.6330,0.9018,0.7455,0.4395,0.8225,-0.0662,0.7804,0.7075,0.8974,-0.9951,0.8002,0.5540,0.5665
3459,741.2500,0.5758,0.9018,0.7455,0.4395,0.7640,-0.9594,0.7804,0.8199,0.8974,1.2605,0.7436,0.5540,0.5665
3460,741.4583,0.5758,1.0211,0.7455,0.4952,0.8225,-0.4581,0.7804,0.8199,1.0697,-0.2240,0.8002,0.5540,0.5665
3461,741.6667,0.6330,1.0807,0.8029,0.5508,0.9396,-2.1830,0.8938,0.8761,1.0697,-0.3664,0.8568,0.7207,0.6779
3462,741.8750,0.6330,1.1404,0.9177,0.6622,1.0566,-0.8181,0.8938,1.0448,1.1847,-1.3766,0.9700,0.7763,0.7336
3463,742.0833,0.6903,1.3790,0.9750,0.7178,1.0566,-0.5728,1.0071,1.1572,1.3570,0.2897,0.9700,0.7763,0.7892
3464,742.2917,0.9193,1.3790,1.0324,0.9405,1.2322,-0.3471,1.1204,1.2134,1.4145,-1.5593,1.1398,0.8319,0.9006
3465,742.5000,1.0338,1.2597,1.1472,0.9962,1.2907,1.5626,1.1771,1.2696,1.4145,0.3136,1.1964,0.8874,1.0120
3466,742.7083,1.1483,1.2597,1.2619,1.0518,1.2907,-0.9881,1.2904,1.3259,1.4719,0.3286,1.2530,1.1097,1.1790
3467,742.9167,1.0911,1.2597,1.2619,1.0518,1.2907,-0.2912,1.3470,1.2696,1.4719,0.0038,1.3096,1.2208,1.2904
3468,743.1250,1.0911,1.3194,1.2619,1.2188,1.2907,0.0356,1.3470,1.2696,1.3570,-1.4372,1.3662,1.3320,1.2347
3469,743.3333,1.0338,1.2000,1.2045,1.1632,1.2322,1.3014,1.2904,1.2696,1.2996,1.4075,1.3662,1.2764,1.2904
3470,743.5417,1.1483,1.0211,1.2045,1.2745,1.1737,-0.1742,1.2337,1.1572,1.1272,-2.7231,1.2530,1.1653,1.2904
3471,743.7500,1.1483,1.0211,1.1472,0.9405,1.1151,-0.2730,1.2904,1.1010,1.1272,-0.4369,1.2530,1.0541,0.7892
3472,743.9583,0.8620,0.9018,0.9750,0.8292,0.9981,-1.3286,1.1771,0.9323,0.8974,0.0922,1.1398,0.9430,0.6779
3473,744.1667,0.7475,0.9018,0.7455,0.7735,0.7640,-0.2640,1.0637,0.7637,0.7250,-0.2801,0.9700,0.8319,0.5665
3474,744.3750,0.6903,0.8421,0.6882,0.6622,0.7640,-1.2862,0.7804,0.6513,0.6675,1.7918,0.9134,0.5540,0.5665
3475,744.5833,0.6330,0.6631,0.5734,0.4952,0.7640,-1.8169,0.6105,0.4826,0.5526,0.0762,0.8568,0.5540,0.5108
3476,744.7917,0.4040,0.7228,0.5734,0.4395,0.5299,-0.3964,0.6671,0.4264,0.5526,1.3265,0.8002,0.4984,0.4552
3477,745.0000,0.5758,0.5438,0.6308,0.3282,0.6469,-0.3258,0.7238,0.5950,0.4952,0.2039,0.7436,0.4984,0.3438
3478,745.2083,0.5185,0.4245,0.5160,0.3838,0.5884,0.2283,0.6671,0.4264,0.4952,-1.3910,0.6304,0.3873,0.3438
3479,745.4167,0.3467,0.7228,0.4013,0.2169,0.4714,-0.9530,0.6105,0.4264,0.4377,0.3009,0.5738,0.3317,0.2324
3480,745.6250,0.4040,0.6631,0.4013,0.1055,0.4714,-0.1474,0.4971,0.4264,0.4377,0.1149,0.4607,0.2761,0.1767
3481,745.8333,0.0604,0.6035,0.2291,-0.0058,0.2958,0.9103,0.3838,0.3140,0.3803,1.5781,0.3475,0.1650,0.0097
3482,746.0417,-0.0541,0.4842,0.1144,-0.0615,0.1787,0.2316,0.2138,0.3140,0.3228,0.8058,0.2909,0.0539,0.0097
3483,746.2500,0.0032,0.5438,0.1144,-0.0058,0.1787,-0.5461,0.2138,0.3140,0.3803,0.0841,0.2343,0.0539,0.0654
3484,746.4583,0.4040,0.6631,0.4013,0.2169,0.4714,0.9901,0.3272,0.4264,0.4952,-0.9546,0.3475,0.1650,0.1767
3485,746.6667,0.5758,0.6631,0.6308,0.3282,0.7055,-0.1042,0.3838,0.5388,0.6101,-1.1299,0.4607,0.2206,0.2324
3486,746.8750,0.6330,0.7228,0.6882,0.3838,0.7055,-0.3001,0.4405,0.5388,0.6675,-1.2515,0.4607,0.3873,0.3995
3487,747.0833,0.7475,0.7824,0.7455,0.4952,0.8225,0.6120,0.5538,0.6513,0.7250,-0.4847,0.5738,0.4429,0.4552
3488,747.2917,0.8620,0.7824,0.8603,0.6065,0.9981,-2.5920,0.5538,0.7637,0.7825,-1.1850,0.6304,0.5540,0.6222
3489,747.5000,0.9193,0.7824,0.9177,0.7735,0.9981,0.9845,0.6671,0.8199,0.8399,0.3742,0.7436,0.7207,0.6779
3490,747.7083,1.0338,0.7824,1.0324,0.7735,1.1151,0.0737,0.7804,0.9323,1.0123,-0.5913,0.8002,0.7763,0.7892
3491,747.9167,1.0338,0.7824,1.0898,0.8848,1.1151,-0.3720,0.8938,0.9886,1.0697,-0.2565,0.9134,0.8874,0.9006
3492,748.1250,1.1483,0.7824,1.2045,0.9962,1.2322,0.5087,0.8938,1.0448,1.0697,0.5948,0.9700,0.9430,0.9563
3493,748.3333,1.1483,0.7824,1.0898,1.0518,1.1737,-0.0064,0.8938,1.1010,1.0697,0.6937,0.9134,0.9430,0.9563
3494,748.5417,1.2056,0.7824,1.1472,1.0518,1.1737,0.0340,0.8938,1.0448,1.0697,0.1665,0.9134,0.8874,0.9006
3495,748.7500,1.1483,0.7824,1.0324,0.9962,1.0566,-0.1599,0.8371,0.9323,0.8974,0.3370,0.8002,0.8319,0.9006
3496,748.9583,0.9766,0.5438,0.8029,0.8848,0.8810,0.1293,0.6671,0.5950,0.6101,-1.3609,0.6870,0.6651,0.6779
3497,749.1667,0.7475,0.0666,0.5734,0.6065,0.6469,0.1978,0.4971,0.2015,0.2079,0.2862,0.4607,0.2761,0.2881
3498,749.3750,0.5758,-0.0528,0.4013,0.4395,0.5884,0.6521,0.1005,-0.0233,0.1504,1.1427,0.1211,0.0539,0.1211
3499,749.5833,0.4612,-0.1124,0.3439,0.3282,0.4714,-1.1338,-0.1261,0.1453,0.1504,0.8496,-0.0487,-0.0017,0.0097
3500,749.7917,0.3467,-0.1721,0.2865,0.2169,0.4128,-0.1603,-0.0695,-0.0233,0.0930,0.6503,0.0079,-0.0573,0.1211
3501,770.8333,0.5185,0.5438,0.4586,0.3282,0.6469,-0.5448,0.3838,0.3140,0.4377,-0.3520,0.4041,0.3317,0.2881
3502,771.0417,0.4612,0.7228,0.4586,0.3838,0.5884,-0.3126,0.3272,0.4264,0.4952,-0.6551,0.4607,0.2206,0.2324
3503,771.2500,0.4040,0.7824,0.3439,0.3838,0.4128,1.3096,0.3272,0.4264,0.5526,0.1947,0.4607,0.3873,0.2881
3504,771.4583,0.5185,0.9614,0.5734,0.5508,0.7055,0.8140,0.4971,0.5950,0.7250,0.2368,0.6870,0.4984,0.6222
3505,771.6667,0.6903,1.1404,0.7455,0.7735,0.8225,-0.9290,0.7804,0.8199,0.9548,0.2566,0.8002,0.8319,0.9006
3506,771.8750,0.8620,1.2000,0.9177,0.8848,0.9396,-0.8756,0.8938,0.9323,1.1272,1.3492,0.9134,1.0541,1.0677
3507,772.0833,1.0338,1.1404,1.0898,1.1075,1.1737,0.6827,1.0637,1.0448,1.1847,-0.6105,1.0266,1.1653,1.1790
3508,772.2917,1.1483,1.2597,1.2045,1.2188,1.2322,-1.0360,1.1771,1.2134,1.2421,0.4273,1.1398,1.2764,1.2347
3509,772.5000,1.2056,1.2597,1.3193,1.2188,1.3492,0.9274,1.1771,1.2696,1.2996,-1.3222,1.1964,1.3320,1.3461
3510,772.7083,1.3201,1.3194,1.4341,1.2745,1.4663,0.1122,1.2904,1.3821,1.3570,1.0193,1.2530,1.3876,1.3461
3511,772.9167,1.4346,1.3194,1.4914,1.3302,1.5248,0.0093,1.2337,1.4383,1.4719,-0.9821,1.2530,1.3320,1.3461
3512,773.1250,1.4919,1.3790,1.5488,1.3302,1.5833,0.3180,1.2337,1.4945,1.5294,1.3076,1.1964,1.3876,1.4017
3513,773.3333,1.4346,1.3194,1.4914,1.3302,1.5833,0.7920,1.3470,1.4945,1.4719,-0.6389,1.2530,1.3320,1.3461
3514,773.5417,1.4346,1.3194,1.4914,1.2745,1.6419,2.1251,1.2904,1.4383,1.4719,1.9511,1.2530,1.2764,1.2904
3515,773.7500,1.3773,1.2597,1.3767,1.2188,1.5248,-0.0517,1.2337,1.2696,1.2996,0.5268,1.1964,1.2764,1.1790
3516,773.9583,1.1483,0.9614,1.0898,1.1075,1.1737,-0.7398,1.1204,0.9323,1.0697,-1.4923,0.9134,0.9430,1.0120
3517,774.1667,1.0338,0.5438,0.9750,0.9962,0.9981,0.7834,0.9504,0.8761,0.7825,1.2822,0.7436,0.7207,0.7336
3518,774.3750,0.8620,0.4245,0.8603,0.7735,0.8810,-0.8289,0.6671,0.7637,0.7250,0.1784,0.6304,0.5540,0.5108
3519,774.5833,0.7475,0.3648,0.7455,0.6065,0.8225,0.6114,0.4971,0.7075,0.6675,0.7580,0.5738,0.4429,0.4552
3520,774.7917,0.6903,0.3648,0.6882,0.4952,0.7640,-0.7554,0.3838,0.7075,0.6101,0.5142,0.4041,0.3873,0.3995
3521,775.0000,0.5758,0.3648,0.5734,0.3838,0.6469,-1.3001,0.2705,0.5388,0.4952,-0.6762,0.4607,0.3873,0.3995
3522,775.2083,0.5185,0.3648,0.5734,0.3282,0.6469,-0.5345,0.1572,0.4826,0.3803,-2.2009,0.3475,0.3317,0.3438
3523,775.4167,0.5185,0.3648,0.5734,0.3282,0.6469,-0.4689,0.1005,0.3702,0.2653,0.2214,0.3475,0.3317,0.3995
3524,775.6250,0.5185,0.4245,0.5160,0.3282,0.6469,-1.2903,0.1005,0.4264,0.2653,1.1215,0.2343,0.2761,0.2881
3525,775.8333,0.5185,0.3648,0.5734,0.3838,0.5884,0.8350,0.2138,0.4826,0.4952,1.3178,0.3475,0.2761,0.3438
