Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
1228,34667,29611,-1669,-28974,16780,9011,-40441,-15016,-31436,24242,16187,11197,16697,-11876,12060,-16697,-24330,42582,23082,3717,-42578,-1069,-1683,-40895,26927,-16410,-5088,18802,3302,17231,13799,-2022,27104,-38,-9972,-3632,-22793,10875,-8363,517,-36327,356,26413,-20293,13934,38916,-2015,37128,19485,39879,-27038,-16722,19866,6541,-2992,-17806,-12744,11154,8693,-8549,-39316,-10163,22007,-3297,-16044,-15721,-19834,6536,5986,-203,-53075,8398,42337,40777,-19759,-15089,-24784,18726,38524,-34492,20366,2728,-15322,-38000,34755,10040,-10369,-24196,-14481,-18054,24087,-3224,11402,18211,23334,55749,11969,16946,-17345,-10073,18999,10697,-18440,29363,-12661,-33386,27433,20040,4440,12851,1066,10159,-2464,-35109,-8270,-28829,-21866,-16864,-44158,13371,-17315,-51209,-3923,-18336,5196,-63688,-11099,-34543,51587,-413,-17343,53173,394,-26325,-36973,-29466,-8626,1275,-1162,16563,-49455,-2849,-6076,26399,7939,23758,7314,14617,-6298,-2848,18573,-7231,23453,71104,-12886,22102,-5338,27507,-59389,-17152,23575,-278,41123,16135,18554,-26982,-17095,34908,-12312,-30582,-3835,30243,-21963,35231,-6014,18668,21210,21124,-5795,35865,-17912,46244,13072,67675,-31725,-7659,38451,32126,-42533,-17583,23555,-11318,23792,1871,13905,11169,14830,-12147,-14390,-9585,27465,868,2569,-8933,31812,-36344,-14720,-1664,21972,7619,-7971,-9053,28979,341,6055,4854,-17561,-713,-29918,-67244,-248,-3390,7394,-5850,-43874,-22529,46528,51622,-36159,-11947,25555,-24628,14267,36740,15813,9112,10615,-31325,26586,2183,-45360,-33663,-2776,-46072,5138,-14139,-12594,-49329,9437,-629,-6633,38853,20046,-16134,49045,31884,4071,-48588,-12678,6296,10494,-15469,-25138,-15165,-17317
1229,35235,32638,200,-30940,15984,12588,-40652,-16208,-31419,23368,15107,9838,13658,-16091,12209,-18484,-24517,39614,21424,3553,-42384,-1328,205,-41740,27727,-17210,-2613,14274,3972,16518,16165,3322,24746,-643,-8965,-2825,-19503,9446,-9403,1238,-39199,3380,25395,-21945,16414,41323,-3168,35194,22241,40233,-26256,-20729,18134,9602,-218,-18460,-14334,7192,7338,-9019,-37299,-9320,22131,-6634,-15978,-13370,-20825,2746,7051,-755,-52250,7704,44145,33601,-19285,-13977,-26744,19225,38039,-36108,19608,6127,-17704,-34525,34466,8425,-9389,-25974,-18110,-19741,24056,-2616,15638,20544,21064,57400,12476,13751,-16513,-10518,17686,10631,-15249,30024,-9661,-33316,23461,22547,3928,14711,3861,8676,-3566,-28302,-4960,-27167,-23549,-18817,-42363,9625,-18453,-49503,-3541,-13539,3571,-65175,-10772,-33271,49417,-1842,-15104,50257,1868,-27933,-40540,-33260,-6342,1895,-2207,16754,-50516,2839,-4241,27668,9910,21803,6112,14160,-6562,-2707,14790,-9899,15152,69914,-9374,21778,-7280,25616,-59011,-21211,22803,-1574,34951,15850,18560,-25697,-12641,30490,-12232,-27931,-5424,31763,-22098,34183,-9135,14531,21269,21645,-5959,32533,-17471,44496,9359,69321,-33742,-4120,38673,29470,-42550,-19640,22054,-11737,23716,4564,12283,12629,16601,-8928,-9103,-8534,26442,1330,6590,-7434,29583,-35828,-14574,-1,25107,2804,-10295,-4334,29475,2911,3125,4711,-20173,-1891,-30771,-67521,-812,1859,6576,-8836,-41921,-21647,42051,49264,-32565,-11598,25464,-24859,15128,34156,12427,5035,14305,-31923,32485,4976,-44821,-33521,-1135,-47081,5993,-13635,-13834,-49657,15017,-3335,-6028,41485,22700,-14120,50548,28835,1829,-45598,-8726,7515,9515,-19201,-26642,-12953,-14939
1230,34211,30075,-2646,-31173,17713,9740,-38650,-14609,-30456,21889,15879,10149,17481,-14308,11720,-14841,-25146,41040,21911,4918,-44920,-1957,-578,-39885,27804,-17668,-4516,17600,3389,17832,12403,2002,25603,1377,-7291,-3499,-21692,13466,-9014,509,-35757,1167,27589,-20461,12172,41998,-794,35670,19964,40454,-28029,-18380,21206,6957,-1237,-19624,-13985,12909,11269,-8585,-39407,-8515,22292,-3476,-16546,-14446,-20428,4792,7358,-867,-52245,8464,43926,42280,-17888,-15199,-26047,19701,39516,-34542,19284,3454,-18261,-36735,36784,10017,-8611,-26291,-17357,-20963,24487,-5560,12460,19738,25581,55584,10518,14732,-18520,-11609,20049,10019,-18415,27788,-13561,-32856,28179,20350,5606,14413,3114,8376,-3477,-32570,-7665,-28103,-21784,-18862,-43808,12453,-19714,-50354,-1472,-16983,5145,-65910,-12664,-35382,48816,1793,-14706,48174,4257,-29921,-36927,-30831,-7352,2016,481,18049,-50983,-1889,-6210,28834,10219,24374,7023,13704,-7253,-2527,19764,-8441,20647,71504,-11623,21222,-5603,28524,-59326,-16429,20283,-1197,38618,14766,18245,-23965,-13638,32909,-12234,-28843,-2084,32046,-22680,32437,-7615,17420,19383,21993,-5125,33477,-14493,46242,13374,64758,-33626,-5570,38856,34209,-40855,-16727,23166,-9989,22306,1688,11924,10591,15247,-13932,-11022,-8924,26059,-2151,2301,-8299,32661,-34148,-15392,-3854,22671,5794,-10769,-8724,30966,1026,4480,4042,-17738,-1654,-29991,-68169,-289,-707,7851,-8302,-43539,-20484,47555,50904,-37314,-11577,24411,-24620,12875,35339,20016,10054,10328,-30105,27082,3055,-44011,-33234,-4168,-45608,5141,-13422,-13760,-52456,12418,-3158,-6822,36405,20500,-16213,48689,29932,2409,-46705,-12376,4979,7588,-17149,-25167,-16308,-15852
1231,34197,32012,-2735,-31519,16965,8811,-36489,-17809,-34108,19847,18723,8411,15730,-14528,13949,-16743,-24162,40848,20879,7630,-45182,-1787,-2558,-41219,28332,-17711,-3889,18065,6602,20662,12347,4371,21355,1932,-8308,-673,-20750,10242,-7731,605,-39199,-1727,24000,-18514,16186,41494,-3323,36694,15925,40879,-25269,-18755,18348,6891,-2527,-20001,-14353,12079,5733,-11996,-39479,-9206,20884,-4814,-15018,-13446,-20394,4502,7123,-1,-52230,9344,42560,38061,-19396,-14773,-27249,19913,34968,-34473,21347,3275,-15346,-37420,36518,11379,-13645,-24074,-20232,-16991,24898,-5191,10582,21511,22843,57157,12379,15142,-18390,-9846,20403,12917,-17046,27708,-14619,-34404,25307,18459,5838,14288,2476,9857,-3341,-32710,-6495,-26420,-21443,-18285,-42048,12816,-18771,-51061,-3637,-14413,4967,-67286,-11296,-35976,49537,-517,-16091,54154,4760,-28456,-39272,-29565,-6303,3610,-3704,16242,-49689,-1673,-4574,30821,8200,23906,8701,18940,-4781,-4713,17433,-7911,17561,70258,-9689,20902,-6548,28118,-59741,-21969,22777,-1979,36254,17814,20283,-22869,-14245,31172,-13933,-27540,-3099,32367,-20793,37289,-9026,16645,19618,21423,-3993,33161,-13577,46114,13720,68082,-31494,-4988,39436,32308,-41802,-18608,26225,-8669,21414,3000,9728,10240,15457,-9697,-10246,-8271,28266,-2496,3096,-6558,31438,-33223,-13725,4104,25675,4882,-10626,-5064,27947,566,6092,3277,-18699,-586,-32707,-69336,-1034,-1714,8038,-10853,-41514,-22145,45181,48347,-33512,-10737,25874,-24735,16391,35991,16943,6995,12697,-28561,28428,5476,-43029,-38107,2697,-49223,7088,-13551,-14008,-53492,15572,-1301,-5983,39224,23381,-18496,47703,28931,4229,-49842,-10456,8020,4780,-19728,-25517,-17437,-15504
1232,34010,29441,-3483,-29543,14841,9528,-39368,-15295,-32850,20439,16752,10059,12221,-14047,8403,-15432,-23181,40733,23211,2861,-40267,1031,-944,-42840,25221,-18281,-2368,17803,3098,17561,12871,1038,25808,4236,-8822,-4643,-21004,8237,-8858,-98,-37564,4905,25344,-19934,14064,42914,-604,35770,18152,41479,-27682,-18355,18273,6782,-1286,-19270,-10468,7831,6432,-11036,-37976,-8465,22611,-3553,-15738,-14960,-18037,5420,9660,3718,-52675,5599,44228,37347,-21773,-14726,-24376,18819,37348,-31122,19018,3513,-16198,-38463,36471,11230,-9555,-26081,-16846,-17321,23315,-3998,9121,18161,21798,57545,15448,14512,-16665,-10362,18153,9569,-19257,26890,-11395,-32316,22293,20087,5147,14205,902,8584,-908,-33854,-8984,-27292,-22818,-20569,-43944,10981,-19805,-50344,-2094,-15159,4400,-68589,-17977,-31082,51304,-118,-15539,52754,2973,-23498,-40716,-33071,-6825,1005,-812,20289,-51959,549,-4608,31576,7150,23712,9762,15988,-3898,-1220,18072,-6935,21996,72573,-10403,21249,-7781,28242,-57979,-19561,20864,-2072,35200,16121,18710,-24985,-15884,31781,-10924,-31834,-4456,31494,-22772,31631,-7643,14767,19653,21348,-4545,33786,-17643,43677,12256,66798,-31852,-9147,34962,29680,-40988,-20052,22245,-10902,23919,1948,15680,12977,14215,-10536,-15202,-10716,25919,2115,4859,-8789,30880,-37224,-14918,1665,20719,6261,-8373,-3902,28002,2994,9455,4116,-18769,836,-29314,-67677,-4995,-1029,7218,-8379,-44333,-22714,47260,50201,-35364,-9935,25336,-21506,14957,36339,14135,5250,10960,-34804,30819,3910,-43160,-35943,-403,-51240,6494,-15918,-11736,-44035,9851,-1550,-8786,39154,22400,-17047,48710,30993,6412,-48168,-10160,3577,9864,-18929,-23780,-13803,-12779
1233,32710,32163,1056,-33208,17492,9563,-38407,-18564,-29892,21953,18335,11844,11357,-14531,10339,-19274,-22033,39353,20137,3389,-43257,-1162,-205,-41262,26429,-20351,-3332,14866,3869,16515,15734,1731,25912,1741,-10593,-3702,-21222,8154,-7555,-195,-37489,4118,27116,-19729,15728,43373,-529,37296,18239,41189,-28243,-17865,20779,9420,-2433,-19456,-15416,5715,6228,-11329,-39330,-6879,21438,-8914,-18231,-13670,-18584,2101,9388,-643,-54436,6826,43450,31707,-20553,-13069,-25911,14484,34047,-33752,18394,3590,-16762,-36423,34664,8967,-9068,-24575,-17892,-15917,26024,-2826,7939,16943,21778,57298,15909,15735,-16300,-10924,15614,11963,-17473,28281,-12473,-33464,22121,23538,4144,13622,6087,9058,-840,-31507,-7167,-28310,-22750,-19014,-44172,14503,-15688,-48889,-2291,-14778,8210,-67354,-13889,-32089,45815,-2830,-13488,52639,3967,-24334,-43791,-32930,-8722,2744,-477,13731,-52617,3072,-6037,26299,7844,24404,6830,15261,-4858,-5421,17017,-10388,17671,72297,-9897,22592,-5340,24025,-58169,-21801,19997,-4108,34099,14134,16240,-24932,-10393,29318,-11049,-27762,-5380,29860,-21232,34597,-6678,16029,18448,22312,-7383,33573,-18537,42599,7369,69418,-30480,-4366,38970,29500,-43790,-18717,21559,-11909,26735,3442,13576,15436,15481,-8513,-14103,-9349,26045,300,7632,-5723,30581,-33964,-14668,1219,22100,4360,-12800,-3065,28227,3596,3300,5165,-19177,1126,-28135,-67166,-1097,1634,8806,-8274,-45286,-22582,41501,50226,-33020,-7087,23815,-21434,15743,35806,11158,3589,11650,-32065,34336,2255,-42833,-35332,-1760,-49236,3910,-13204,-12676,-47596,8989,-2076,-7585,39797,24106,-13042,49512,30180,3391,-43856,-13513,3798,10467,-20365,-24822,-12713,-17602
1234,36385,31406,-3757,-29256,17530,9380,-37246,-16373,-31152,23374,18137,11571,19117,-12512,11799,-13885,-25297,40425,21596,6354,-40661,-1229,-2161,-38630,26728,-17817,-2406,18007,2769,17727,14293,928,24492,630,-8159,-2904,-21358,13745,-7975,50,-37952,797,27368,-21268,13898,44333,-157,35737,18932,42802,-26685,-18322,20282,6242,-952,-18097,-12242,10535,8040,-11361,-37000,-6941,21079,-1630,-16279,-14122,-22749,6518,6120,880,-52405,7433,43545,36914,-17836,-12797,-24683,18465,36391,-34572,19756,3452,-15702,-35752,38273,12000,-11875,-24230,-16230,-18333,27005,-5810,12154,20539,23759,55365,12968,16803,-17738,-9966,17961,8490,-19387,31276,-12014,-34086,26185,21338,6549,13118,3425,10084,-4468,-32594,-5092,-30921,-22696,-18393,-42385,12465,-19709,-50072,-2690,-15252,4420,-64365,-13258,-35997,49026,211,-15463,49134,3503,-29293,-40443,-32184,-6771,2474,-1155,19023,-50570,-1096,-3193,29924,10212,24841,5974,15941,-6214,-2466,18059,-9282,21109,71301,-13354,22509,-4176,28320,-58907,-19109,19699,-625,39710,14818,20483,-26041,-13741,33683,-11766,-27499,-2633,31273,-21475,34861,-3842,18518,17660,22265,-6591,35032,-14579,47519,11665,67271,-31833,-7950,37641,30947,-42140,-17061,24823,-12283,22430,2086,9980,10269,13921,-11831,-10457,-9339,25734,-1915,1479,-6950,29886,-33902,-15235,-2501,23692,5195,-9932,-6421,28801,1954,4409,5715,-18910,-4372,-30306,-67513,-748,446,7668,-8482,-42340,-18064,46507,52242,-36463,-10209,25361,-28175,14204,37026,17417,8217,11326,-31760,29304,3630,-46029,-31751,-1986,-46669,3565,-12186,-14788,-52202,11250,-2364,-7662,36925,21968,-17420,49879,31293,3299,-45992,-12426,3717,9494,-17245,-27751,-14954,-13049
1235,34741,30367,-1102,-28152,14691,8773,-39065,-17641,-29970,22587,16017,11381,11938,-13744,8971,-15756,-23164,39006,22445,4253,-40791,-2325,-1764,-38530,24113,-17152,-1897,16037,2736,18106,17035,616,27802,488,-7727,-3105,-23043,11923,-10495,1739,-34553,6320,25095,-18828,11632,43117,-2521,37320,19042,40724,-28703,-20455,21155,11117,-1687,-20595,-10167,7609,6472,-10649,-38922,-8692,22075,-5924,-17048,-18188,-17461,4232,8760,841,-54375,5950,41643,37569,-20160,-15790,-25905,17404,35111,-33786,18401,2311,-17729,-36097,34839,9619,-10138,-25757,-16370,-16679,25347,-4600,10278,19236,21690,55872,12647,12282,-18728,-10448,18970,13893,-20133,27595,-10563,-33365,26458,22444,5779,10612,4790,9965,-3642,-32294,-6731,-28910,-22451,-17701,-42924,14023,-19785,-48748,-3950,-18331,6963,-67580,-12583,-33374,45139,-2539,-13161,52060,1749,-23172,-38118,-31019,-8579,2569,-829,20214,-50174,608,-5926,26728,10541,23040,7664,14045,-6501,-5591,15768,-6048,19383,73362,-8477,22776,-8275,28109,-57731,-18234,22452,-2528,37296,14865,17082,-25928,-12346,32410,-12455,-28796,-5670,27721,-22893,33314,-7395,13838,16370,23534,-7889,31295,-18224,43952,10480,70382,-31450,-3415,37036,29925,-45280,-17274,22680,-6318,24447,4563,16931,12681,13517,-12088,-14340,-8209,23439,-797,6809,-9808,30322,-35771,-16138,-180,21382,6451,-10178,-4308,30016,252,6089,4723,-18737,-2649,-28642,-64161,-3060,-242,8974,-8253,-43083,-20210,43886,50246,-35970,-10899,25656,-25678,13794,31332,15281,3450,11419,-31766,27345,4058,-46113,-34695,-3569,-47513,7057,-14842,-12339,-46219,10858,-1522,-6862,38732,24208,-12639,47344,32513,3698,-47135,-13920,5307,10451,-15006,-22144,-14119,-15214
1236,33298,30382,-3261,-28068,14951,10003,-38941,-15547,-30111,20409,18002,11219,12683,-13011,10370,-14531,-22810,43543,21034,4762,-44069,-3699,-864,-38478,23998,-17547,-1958,18090,3197,15854,14665,249,28024,-1471,-5009,-603,-21202,9640,-11335,2358,-34147,4043,24740,-17959,13773,40148,-2927,36932,19338,42355,-25727,-18583,18117,8620,-2196,-18459,-14060,9703,8104,-12186,-37943,-11571,17902,-4761,-15314,-15498,-19611,4450,8177,-2709,-52746,7718,43831,39034,-20614,-13248,-26141,18998,36221,-32992,18767,3911,-15100,-34373,36072,8680,-11032,-28776,-15724,-17740,22505,-5388,10682,15842,24414,56462,14693,17179,-17310,-8638,16020,9618,-19434,28776,-12022,-34517,26295,20429,4059,11679,1980,9922,-1277,-34655,-5589,-28404,-22692,-19079,-43119,12470,-15680,-50439,-6295,-16416,5393,-62515,-12957,-33259,46022,-2533,-14967,52229,3059,-25806,-35781,-29933,-7346,771,2455,16925,-47991,2440,-4459,28692,9218,20347,7373,14590,-5985,-4305,17536,-7824,17327,71714,-8494,23733,-6774,29832,-58712,-16771,19976,-2554,39967,19002,17837,-25533,-14341,32921,-11144,-29467,-4546,32453,-22034,34954,-5488,15939,20204,24875,-6900,31523,-13638,43537,14157,65940,-32417,-3549,38041,30148,-44703,-18627,23710,-10212,21379,1422,14987,12607,16621,-9085,-12283,-10618,26795,561,6293,-8667,32348,-36117,-15355,-388,19761,9296,-6017,-5963,28771,1215,4924,5578,-16781,-2703,-29051,-66632,-1577,-2135,7761,-9281,-41911,-21352,44973,48491,-34230,-10617,24528,-25198,12889,33874,16718,5499,11436,-31652,30427,5212,-45822,-37713,-1442,-43089,4887,-15938,-11715,-48458,9449,136,-9006,40237,21227,-15733,47577,32982,2103,-47274,-10959,6620,12529,-14899,-23170,-13977,-14437
1237,35948,30970,-1367,-30063,16198,9185,-39648,-17464,-31927,24387,17218,9771,13688,-13407,9737,-19847,-22983,37561,24460,5203,-43673,-2334,813,-40717,27508,-18136,-2245,16819,2956,18477,15842,608,25830,2522,-10080,-4156,-21283,10617,-8389,1138,-39992,2348,25111,-22303,15128,40476,-4876,38592,19312,42372,-29348,-16776,19505,6966,-3301,-16115,-13691,9928,9646,-11150,-39886,-8284,21058,-5918,-17365,-13228,-18777,5939,7207,-149,-53389,7918,43545,35982,-19290,-14951,-25442,19089,37813,-35668,20167,1020,-15685,-35928,35010,8842,-11221,-24607,-18010,-17140,23268,-5183,10252,17658,22097,55636,14481,14832,-17961,-12016,19543,11156,-19099,31121,-13856,-32119,25816,21191,4015,13854,4370,9281,-3635,-33845,-6105,-27728,-22786,-19959,-44774,13232,-17637,-53197,-4368,-15585,6336,-66353,-12930,-34503,48470,-648,-16239,50414,2425,-26980,-41403,-31244,-7437,3534,-1175,16698,-52732,1420,-4254,30220,7458,26139,6616,16598,-4215,-1738,18649,-9902,18260,71185,-12577,18897,-3947,27050,-58054,-19929,21200,-2633,36675,15057,19490,-26875,-15907,30488,-12325,-29603,-3106,31885,-22547,33143,-8576,18858,16568,19481,-7563,34034,-19376,45273,14170,66243,-31063,-5126,40013,29993,-39609,-18441,21466,-11109,23159,728,13086,10313,12307,-10301,-11098,-10093,26610,793,4294,-6698,32105,-38537,-15887,295,24016,5982,-7181,-2814,28673,2104,6173,8649,-20840,-543,-30700,-67682,-2844,-3763,6728,-7876,-42965,-21947,44514,51843,-35676,-11986,26640,-24360,12939,35441,15211,6924,11901,-32871,28751,5534,-44489,-35087,-1031,-48736,4826,-13886,-9837,-49144,12262,-813,-6927,39662,22104,-14279,50332,32498,2596,-47966,-10734,4998,7626,-14947,-23258,-14507,-16029
1238,33785,30847,-3248,-31806,16772,9461,-38755,-16153,-30037,21551,17360,11156,14734,-15395,11832,-16369,-22186,41836,22411,6670,-42945,-1092,-2717,-39951,28376,-19829,-2462,18094,1741,16435,16215,-1390,26981,-2416,-6039,-1168,-21192,6442,-11822,354,-36426,3311,27195,-18673,17350,43196,-1106,36285,20866,40469,-25733,-16491,19107,8547,-3549,-17747,-15309,8117,10993,-11668,-41690,-9413,19800,-1997,-15290,-16066,-16574,6096,6315,-358,-54806,7725,41694,34059,-18690,-17637,-28334,18874,36900,-31897,17950,4829,-17512,-35094,35454,12868,-9655,-24717,-17227,-18236,26193,-5233,9180,18546,21349,57796,14183,15859,-17364,-9835,19405,11776,-19421,25397,-13289,-34368,23074,21740,4590,11533,3079,11134,-3817,-36334,-6947,-31553,-21096,-21462,-44431,14636,-17521,-47694,-3401,-14557,5310,-65884,-12263,-33681,46541,-2556,-17146,53149,1481,-23855,-40588,-32562,-8110,5242,326,17794,-50005,1210,-2649,28003,10040,20528,5537,16113,-5502,-4169,14962,-10149,16731,70085,-10005,22165,-7504,26078,-57328,-19521,18762,-2843,36226,15943,19974,-26242,-13446,31906,-13048,-30381,-5212,29131,-23697,36975,-5265,16828,20636,22826,-7309,34142,-17608,44931,9910,68802,-30004,-4571,39339,31007,-46785,-17628,21525,-11842,23618,2800,12785,14186,16110,-7568,-10571,-5999,29014,400,6489,-7431,29549,-33938,-15347,-1273,20128,5012,-8644,-3855,27782,1439,92,6045,-18393,-155,-29499,-67953,-825,-3325,5847,-7945,-42426,-20116,44193,48914,-34991,-8210,29944,-21503,14996,36247,14007,5787,10930,-32553,30827,2389,-45043,-34733,-1979,-46765,5107,-13055,-10991,-47015,10857,-2024,-8940,37681,21950,-14740,48215,32953,5364,-44673,-11032,5898,10071,-16293,-23764,-12736,-14868
1239,34792,31855,-3348,-29793,14709,10203,-40983,-14995,-29905,21032,17719,10987,14895,-10689,12266,-14734,-20311,43684,24624,3735,-42896,-153,-1564,-38278,26451,-17176,-2093,16144,797,14444,13347,-196,23520,438,-9075,-1314,-23036,10492,-9233,-1070,-37350,2733,24370,-20075,13412,41307,-1486,34246,20830,40666,-25462,-15930,19448,5182,-75,-19461,-11310,10885,5597,-9094,-36991,-6350,19453,-2846,-17302,-15778,-17889,5994,7217,887,-52805,6585,42428,36526,-18286,-11006,-21594,20814,38136,-33551,22601,6163,-14062,-35772,35074,11403,-10907,-26194,-17837,-19101,26075,-3589,10008,23599,20905,57195,12622,16310,-19049,-7820,16459,11194,-19053,26869,-12940,-32598,25925,18634,4634,11293,4873,10392,-2669,-32451,-3971,-26609,-20922,-17190,-42220,10747,-20512,-51329,-4177,-17399,5208,-66289,-12402,-33350,46648,1894,-14229,50930,4260,-29072,-40244,-31460,-6339,1523,-252,16872,-49450,164,-5774,28456,6877,25298,4977,15855,-6819,-3430,18090,-8600,20993,69901,-12981,22388,-6000,29688,-56429,-16809,22284,-1015,39317,13453,17790,-25073,-17312,33219,-13574,-30223,-4119,31330,-21571,35932,-7395,15933,21283,19910,-3494,34466,-17403,44356,13186,67476,-30700,-6511,37191,31268,-44069,-19654,24699,-11766,21799,5882,13761,8680,13271,-9031,-11527,-9083,30320,2,1534,-8549,31571,-36248,-15757,2520,21821,5924,-9074,-5657,29793,383,4258,4369,-18362,-2766,-27848,-69433,-1806,-1494,6758,-9808,-41365,-23111,47008,50536,-32416,-10472,26126,-22364,14992,34839,17291,6043,8854,-28055,26695,3495,-43669,-33984,51,-46484,5685,-13458,-13585,-47561,9808,-2737,-8336,38373,21903,-18658,48128,32448,4876,-47622,-9810,2717,9554,-17440,-26444,-16176,-14129
1240,35029,30077,-2152,-28861,16042,7124,-39163,-17378,-30281,21301,17600,8653,16343,-11056,11616,-13327,-23310,41505,23122,4353,-40550,-3419,-2289,-38975,25923,-15091,-1911,17724,1641,18247,12477,-1983,25914,841,-10583,-2742,-22024,12352,-8945,-1505,-36627,3961,25771,-16998,14215,42836,-1818,34437,19020,41476,-27684,-16946,18581,7513,-2964,-16750,-13334,8225,9496,-10631,-38660,-10976,22074,-1064,-17310,-17499,-17495,6531,7974,1676,-51735,5323,41659,40596,-20707,-14170,-24636,18996,38374,-31490,18737,2698,-16864,-37102,36352,8509,-12100,-25305,-15183,-20102,27704,-5013,12271,16606,23722,56283,10828,17985,-17287,-9197,18486,8485,-20110,26151,-12660,-31336,25226,21839,4712,14105,3904,9864,-4351,-35427,-8257,-31045,-19697,-20689,-44079,12864,-21661,-52254,-2244,-19190,8646,-65641,-13959,-34554,51950,-693,-18691,49446,2106,-28593,-37625,-32550,-9154,1092,1511,17271,-50920,-2873,-6260,27889,11417,26061,6343,13332,-5846,-6118,16257,-6996,19104,71569,-12129,23230,-5699,28441,-58543,-16154,20805,-707,39228,15704,19010,-26909,-17242,33157,-11316,-31600,-3281,28550,-22626,33113,-7798,15294,17399,23863,-7237,36292,-15779,46975,13900,67737,-30117,-4985,37338,32088,-44970,-16255,21726,-11667,24233,2177,13041,12074,13956,-13107,-13234,-9253,26526,724,2983,-8480,33418,-35899,-17449,-829,20619,7223,-8893,-6335,30539,-296,4919,6391,-18265,-669,-30150,-64110,-153,48,7532,-8878,-44784,-20013,44134,52580,-36716,-12017,28913,-20342,16120,36710,18811,6591,11550,-31613,28267,1643,-44009,-33413,-3073,-46862,7491,-14412,-10189,-47577,7935,-2055,-6631,38853,18438,-15996,48590,29782,3915,-48291,-13049,4155,11704,-15993,-25194,-11217,-15903
